Year,State_name,State_code,District_name,District_code,villages_surveyed,tot_pop,pop_male,pop_female,tot_hh,prim_school,middle_school,high_school,high_second_school,degree_clg,public_library,indoor_sports,outdoor_sports,vocational,MAP_KEY
2019,PUNJAB ,3,PATIALA ,41,1125,1357112,712444,644668,254121,0.823111111,0.324444444,0.168,0.095111111,0.018666667,0.016,0.045333333,0.216,0.024,PATIALA
2019,PUNJAB ,3,RUPNAGAR ,42,717,645588,338024,307564,120911,0.782426778,0.376569038,0.182705718,0.090655509,0.011157601,0.005578801,0.040446304,0.231520223,0.020920502,RUPNAGAR
2019,PUNJAB ,3,SANGRUR ,43,592,1322606,711780,610826,244945,0.956081081,0.581081081,0.439189189,0.327702703,0.116554054,0.22972973,0.194256757,0.195945946,0.224662162,SANGRUR
2019,PUNJAB ,3,BARNALA ,605,205,493765,267915,225850,93876,0.687804878,0.404878049,0.370731707,0.190243902,0.019512195,0.07804878,0.136585366,0.258536585,0.03902439,BARNALA
2019,PUNJAB ,3,S.A.S Nagar ,608,387,490541,262307,228234,95383,0.772609819,0.338501292,0.162790698,0.11369509,0.015503876,0.018087855,0.033591731,0.457364341,0.020671835,SAHIBZADA AJIT SINGH NAGAR
2019,PUNJAB ,3,Tarn Taran ,609,609,1196243,634828,561415,203760,0.770114943,0.443349754,0.297208539,0.164203612,0.041050903,0.045977011,0.085385878,0.198686371,0.070607553,TARN TARAN
2019,PUNJAB ,3,FAZILKA ,651,479,965357,509411,455946,177863,0.870563674,0.425887265,0.248434238,0.152400835,0.006263048,0.043841336,0.064718163,0.288100209,0.043841336,FAZILKA
2019,PUNJAB ,3,PATHANKOT ,662,516,511241,267026,244215,106480,0.639534884,0.21124031,0.11627907,0.07751938,0.007751938,0.005813953,0.034883721,0.108527132,0.015503876,PATHANKOT
2019,UTTARAKHAND ,5,ALMORA ,45,2215,615730,296296,319434,133312,0.551241535,0.181489842,0.110609481,0.08758465,0.011286682,0.005417607,0.002708804,0.081715576,0.018058691,ALMORA
2019,UTTARAKHAND ,5,BAGESHWAR ,46,858,258576,125817,132759,57544,0.512820513,0.212121212,0.104895105,0.093240093,0.01048951,0,0.001165501,0.023310023,0.016317016,BAGESHWAR
2019,UTTARAKHAND ,5,CHAMOLI ,47,1182,352963,175216,177747,83357,0.621827411,0.327411168,0.189509306,0.117597293,0.007614213,0.015228426,0.000846024,0.034686971,0.014382403,CHAMOLI
2019,UTTARAKHAND ,5,CHAMPAWAT ,48,684,252702,129940,122762,53001,0.56871345,0.223684211,0.133040936,0.084795322,0.007309942,0.004385965,0.00877193,0.073099415,0.013157895,CHAMPAWAT
2019,UTTARAKHAND ,5,DEHRADUN ,49,646,699745,369652,330093,120265,0.753869969,0.340557276,0.198142415,0.123839009,0.017027864,0.001547988,0.010835913,0.119195046,0.017027864,DEHRADUN
2019,UTTARAKHAND ,5,HARIDWAR ,50,574,1593772,847423,746349,276714,0.787456446,0.398954704,0.182926829,0.104529617,0.040069686,0.013937282,0.020905923,0.059233449,0.06445993,HARIDWAR
2019,UTTARAKHAND ,5,NAINITAL ,51,1025,485368,248741,236627,95174,0.613658537,0.32,0.170731707,0.125853659,0.014634146,0.004878049,0.008780488,0.07902439,0.018536585,NAINITAL
2019,UTTARAKHAND ,5,PAURI GARHWAL ,52,3392,474031,224247,249784,112503,0.412735849,0.172464623,0.092570755,0.063679245,0.010318396,0.002358491,0.013561321,0.096108491,0.008254717,PAURI GARHWAL
2019,UTTARAKHAND ,5,PITHORAGARH ,53,1538,439021,220206,218815,102148,0.553315995,0.249024707,0.148894668,0.099479844,0.006501951,0.008452536,0.005851756,0.076723017,0.016905072,PITHORAGARH
2019,UTTARAKHAND ,5,RUDRA PRAYAG ,54,659,246623,118923,127700,55399,0.705614568,0.342943854,0.172989378,0.141122914,0.010622155,0.003034901,0.001517451,0.077389985,0.016691958,RUDRAPRAYAG
2019,UTTARAKHAND ,5,TEHRI GARHWAL ,55,1796,656992,327494,329498,132566,0.670378619,0.275612472,0.158129176,0.130289532,0.008908686,0.00389755,0.002227171,0.025055679,0.010022272,TEHRI GARHWAL
2019,UTTARAKHAND ,5,UDAM SINGH NAGAR ,56,613,1017222,525319,491903,200260,0.752039152,0.376835237,0.172920065,0.122349103,0.016313214,0.01141925,0.040783034,0.092985318,0.027732463,UDHAM SINGH NAGAR
2019,UTTARAKHAND ,5,UTTAR KASHI ,57,666,339164,173716,165448,75179,0.858858859,0.448948949,0.154654655,0.118618619,0.004504505,0.006006006,0.003003003,0.057057057,0.013513514,UTTARKASHI
2019,HARYANA ,6,AMBALA ,58,482,667776,351264,316512,139795,0.848547718,0.450207469,0.265560166,0.203319502,0.026970954,0.029045643,0.037344398,0.116182573,0.031120332,AMBALA
2019,HARYANA ,6,BHIWANI ,59,370,1376902,726005,650897,269419,0.989189189,0.786486486,0.616216216,0.421621622,0.02972973,0.075675676,0.110810811,0.343243243,0.078378378,BHIWANI
2019,HARYANA ,6,FARIDABAD ,60,154,526208,278849,247359,101512,0.915584416,0.603896104,0.383116883,0.298701299,0.090909091,0.162337662,0.051948052,0.246753247,0.155844156,FARIDABAD
2019,HARYANA ,6,FATEHABAD ,61,335,890926,472340,418586,172568,0.844776119,0.659701493,0.462686567,0.310447761,0.053731343,0.080597015,0.074626866,0.313432836,0.044776119,FATEHABAD
2019,HARYANA ,6,GURUGRAM ,62,250,610393,325722,284671,103811,0.888,0.556,0.388,0.252,0.076,0.036,0.032,0.244,0.056,GURUGRAM
2019,HARYANA ,6,HISAR ,63,317,1481535,791787,689748,294493,0.981072555,0.864353312,0.741324921,0.504731861,0.034700315,0.085173502,0.186119874,0.299684543,0.05362776,HISSAR
2019,HARYANA ,6,JHAJJAR ,64,277,986893,534410,452483,203415,0.967509025,0.747292419,0.59566787,0.472924188,0.075812274,0.093862816,0.104693141,0.505415162,0.075812274,JHAJJAR
2019,HARYANA ,6,JIND ,65,313,1219679,654611,565068,226270,0.974440895,0.89456869,0.661341853,0.376996805,0.019169329,0.044728435,0.025559105,0.277955272,0.047923323,JIND
2019,HARYANA ,6,KAITHAL ,66,320,1127481,603477,524004,211090,0.94375,0.609375,0.44375,0.346875,0.059375,0.103125,0.125,0.115625,0.059375,KAITHAL
2019,HARYANA ,6,KARNAL ,67,527,1526651,817219,709432,301413,0.855787476,0.523719165,0.318785579,0.24288425,0.051233397,0.039848197,0.045540797,0.19544592,0.064516129,KARNAL
2019,HARYANA ,6,KURUKSHETRA ,68,469,837854,440232,397622,158875,0.923240938,0.562899787,0.249466951,0.179104478,0.025586354,0.019189765,0.07249467,0.206823028,0.059701493,KURUKSHETRA
2019,HARYANA ,6,MAHENDRAGARH ,69,382,967378,518668,448710,191400,0.913612565,0.651832461,0.403141361,0.261780105,0.031413613,0.015706806,0.096858639,0.201570681,0.031413613,MAHENDRAGARH
2019,HARYANA ,6,PANCHKULA ,70,187,202378,107050,95328,36882,0.802139037,0.438502674,0.235294118,0.192513369,0.021390374,0.016042781,0.021390374,0.144385027,0.032085561,PANCHKULA
2019,HARYANA ,6,PANIPAT ,71,199,885802,474676,411126,160355,0.954773869,0.788944724,0.537688442,0.417085427,0.105527638,0.045226131,0.085427136,0.326633166,0.08040201,PANIPAT
2019,HARYANA ,6,REWARI ,72,420,874017,462836,411181,171342,0.885714286,0.561904762,0.378571429,0.25952381,0.054761905,0.080952381,0.057142857,0.2,0.033333333,REWARI
2019,HARYANA ,6,ROHTAK ,73,143,655319,353054,302265,126825,0.972027972,0.881118881,0.846153846,0.706293706,0.083916084,0.125874126,0.104895105,0.272727273,0.090909091,ROHTAK
2019,HARYANA ,6,SIRSA ,74,375,1156872,606212,550660,212019,0.954666667,0.68,0.514666667,0.338666667,0.042666667,0.106666667,0.136,0.213333333,0.042666667,SIRSA
2019,HARYANA ,6,SONIPAT ,75,357,1290707,697568,593139,237587,0.910364146,0.683473389,0.557422969,0.428571429,0.042016807,0.039215686,0.078431373,0.327731092,0.047619048,SONIPAT
2019,HARYANA ,6,YAMUNANAGAR ,76,662,847808,446954,400854,157872,0.858006042,0.445619335,0.193353474,0.114803625,0.028700906,0.024169184,0.03776435,0.194864048,0.03776435,YAMUNA NAGAR
2019,HARYANA ,6,NUH ,604,451,1622962,863890,759072,213520,0.869179601,0.618625277,0.2172949,0.146341463,0.015521064,0.019955654,0.075388027,0.141906874,0.033259424,NUH
2019,HARYANA ,6,PALWAL ,619,329,1174438,629401,545037,189776,0.899696049,0.583586626,0.349544073,0.218844985,0.05775076,0.05775076,0.030395137,0.109422492,0.060790274,PALWAL
2019,HARYANA ,6,CHARKI DADRI ,701,181,585308,318293,267015,111151,0.961325967,0.773480663,0.524861878,0.309392265,0.033149171,0.044198895,0.055248619,0.248618785,0.044198895,CHARKHI DADRI
2019,RAJASTHAN ,8,AJMER ,86,1146,1861453,969360,892093,391498,0.867364747,0.569808028,0.287085515,0.238219895,0.029668412,0.035776614,0.053228621,0.208551483,0.041012216,AJMER
2019,RAJASTHAN ,8,ALWAR ,87,2099,3523965,1873684,1650281,666130,0.730347785,0.47498809,0.275369223,0.229633159,0.024773702,0.133873273,0.03763697,0.144354455,0.052405908,ALWAR
2019,RAJASTHAN ,8,BANSWARA ,88,1537,1857593,950801,906792,416705,0.886792453,0.420299284,0.202992843,0.169160703,0.02732596,0.02732596,0.009108653,0.096291477,0.013012362,BANSWARA
2019,RAJASTHAN ,8,BARAN ,89,1238,1150688,600039,550649,234676,0.786752827,0.385298869,0.194668821,0.147819063,0.01453958,0.017770598,0.01453958,0.109854604,0.012924071,BARAN
2019,RAJASTHAN ,8,BARMER ,90,2699,2770010,1467713,1302297,550198,0.847350871,0.504631345,0.218969989,0.173768062,0.024824009,0.03853279,0.016302334,0.079659133,0.013708781,BARMER
2019,RAJASTHAN ,8,BHARATPUR ,91,1523,2306790,1232682,1074108,414950,0.814182534,0.50558109,0.323703217,0.256073539,0.013788575,0.034799737,0.013788575,0.053841103,0.034799737,BHARATPUR
2019,RAJASTHAN ,8,BHILWARA ,92,1916,2202636,1130568,1072068,488267,0.83611691,0.461899791,0.188935282,0.157620042,0.018267223,0.040187891,0.041231733,0.158141962,0.017223382,BHILWARA
2019,RAJASTHAN ,8,BIKANER ,93,948,1947648,1041017,906631,329144,0.714135021,0.42721519,0.213080169,0.227848101,0.015822785,0.037974684,0.041139241,0.161392405,0.025316456,BIKANER
2019,RAJASTHAN ,8,BUNDI ,94,888,1068290,552557,515733,220648,0.877252252,0.421171171,0.19481982,0.18018018,0.027027027,0.051801802,0.063063063,0.293918919,0.030405405,BUNDI
2019,RAJASTHAN ,8,CHITTORGARH ,95,1771,1403545,716567,686978,332530,0.751552795,0.370412196,0.176171654,0.159232072,0.01242236,0.045172219,0.062676454,0.240542067,0.011857708,CHITTORGARH
2019,RAJASTHAN ,8,CHURU ,96,910,1672921,875092,797829,343362,0.814285714,0.565934066,0.31978022,0.256043956,0.026373626,0.043956044,0.106593407,0.224175824,0.050549451,CHURU
2019,RAJASTHAN ,8,DAUSA ,97,1134,1692799,905139,787660,322144,0.790123457,0.399470899,0.183421517,0.141093474,0.041446208,0.063492063,0.02292769,0.059964727,0.036155203,DAUSA
2019,RAJASTHAN ,8,DHOLPUR ,98,841,1098281,598493,499788,203833,0.827586207,0.423305589,0.233055886,0.155766944,0.016646849,0.059453032,0.079667063,0.262782402,0.029726516,DHOLPUR
2019,RAJASTHAN ,8,DUNGARPUR ,99,1005,1508270,762398,745872,343505,0.903482587,0.467661692,0.258706468,0.2,0.043781095,0.03880597,0.037810945,0.154228856,0.04079602,DUNGARPUR
2019,RAJASTHAN ,8,GANGANAGAR ,100,3046,1619148,857678,761470,364203,0.457321077,0.240315167,0.129678267,0.129021668,0.022980959,0.03873933,0.033814839,0.060407091,0.023965857,GANGANAGAR
2019,RAJASTHAN ,8,HANUMANGARH ,101,1908,1703503,903468,800035,382365,0.349580713,0.225890985,0.134696017,0.133647799,0.025157233,0.040880503,0.03721174,0.094863732,0.029350105,HANUMANGARH
2019,RAJASTHAN ,8,JAIPUR ,102,2217,3551951,1850895,1701056,694355,0.740640505,0.472259811,0.267478575,0.239061795,0.036986919,0.027063599,0.01714028,0.135317997,0.055931439,JAIPUR
2019,RAJASTHAN ,8,JAISALMER ,103,810,702836,383125,319711,144177,0.672839506,0.328395062,0.171604938,0.12962963,0.008641975,0.02962963,0.020987654,0.090123457,0.014814815,JAISALMER
2019,RAJASTHAN ,8,JALORE ,104,830,2016554,1047914,968640,438210,0.859036145,0.63373494,0.360240964,0.33253012,0.027710843,0.022891566,0.025301205,0.186746988,0.027710843,JALORE
2019,RAJASTHAN ,8,JHALAWAR ,105,1617,1321499,695767,625732,307746,0.784168213,0.317872604,0.139146568,0.12244898,0.027210884,0.051948052,0.031539889,0.120593692,0.025974026,JHALAWAR
2019,RAJASTHAN ,8,JHUNJHUNU ,106,973,1996632,1039811,956821,433943,0.662898253,0.576567318,0.365878726,0.34635149,0.047276465,0.043165468,0.118191161,0.304213772,0.051387461,JHUNJHUNU
2019,RAJASTHAN ,8,JODHPUR ,107,1879,2918468,1544789,1373679,614881,0.747738159,0.491750931,0.277807344,0.230973922,0.017562533,0.033528473,0.014901543,0.079829697,0.034060671,JODHPUR
2019,RAJASTHAN ,8,KARAULI ,108,895,1487356,800657,686699,269440,0.820111732,0.464804469,0.299441341,0.227932961,0.029050279,0.058100559,0.054748603,0.090502793,0.048044693,KARAULI
2019,RAJASTHAN ,8,KOTA ,109,883,885092,463918,421174,234444,0.836919592,0.320498301,0.158550396,0.185730464,0.023782559,0.047565119,0.074745187,0.088335221,0.027180068,KOTA
2019,RAJASTHAN ,8,NAGAUR ,110,1656,3146279,1641189,1505090,632132,0.783816425,0.640096618,0.34057971,0.292270531,0.016908213,0.036835749,0.064009662,0.212560386,0.027173913,NAGAUR
2019,RAJASTHAN ,8,PALI ,111,1035,1757659,894020,863639,421003,0.797101449,0.612560386,0.347826087,0.314975845,0.037681159,0.057004831,0.057971014,0.252173913,0.037681159,PALI
2019,RAJASTHAN ,8,RAJSAMAND ,112,1080,1063055,538647,524408,274020,0.885185185,0.299074074,0.181481481,0.148148148,0.014814815,0.043518519,0.050925926,0.157407407,0.010185185,RAJSAMAND
2019,RAJASTHAN ,8,SAWAI MADHOPUR ,113,823,1344426,717563,626863,305922,0.772782503,0.473876063,0.253948967,0.244228433,0.021871203,0.07290401,0.051032807,0.092345079,0.052247874,SAWAI MADHOPUR
2019,RAJASTHAN ,8,SIKAR ,114,1160,2294736,1196169,1098567,437928,0.752586207,0.607758621,0.365517241,0.322413793,0.065517241,0.068103448,0.032758621,0.130172414,0.087068966,SIKAR
2019,RAJASTHAN ,8,SIROHI ,115,502,1015674,530862,484812,215663,0.854581673,0.567729084,0.320717131,0.284860558,0.015936255,0.033864542,0.137450199,0.173306773,0.019920319,SIROHI
2019,RAJASTHAN ,8,TONK ,116,1207,1363775,714862,648913,276952,0.736536868,0.371168186,0.191383596,0.165700083,0.013256007,0.024026512,0.045567523,0.164871582,0.028997514,TONK
2019,RAJASTHAN ,8,UDAIPUR ,117,2505,2721801,1400701,1321100,645566,0.865868263,0.358483034,0.201197605,0.147305389,0.020359281,0.048303393,0.027944112,0.059081836,0.044710579,UDAIPUR
2019,RAJASTHAN ,8,PRATAPGARH ,629,1011,908026,464558,443468,222750,0.820969337,0.34520277,0.158259149,0.131552918,0.023738872,0.033630069,0.044510386,0.150346192,0.012858556,PRATAPGARH
2019,UTTAR PRADESH ,9,AGRA ,118,943,3112265,1687094,1425171,515759,0.948038176,0.64369035,0.171792153,0.127253446,0.072110286,0.01378579,0.009544008,0.072110286,0.043478261,AGRA
2019,UTTAR PRADESH ,9,ALIGARH ,119,1174,2918352,1575485,1342867,501687,0.919931857,0.523850085,0.147359455,0.151618399,0.032367973,0.021294719,0.019591141,0.03407155,0.028960818,ALIGARH
2019,UTTAR PRADESH ,9,PRAYAGRAJ ,120,3176,5885731,3136583,2749148,990110,0.649874055,0.330604534,0.107052897,0.095088161,0.054471033,0.008501259,0.014168766,0.038413098,0.032115869,ALLAHABAD
2019,UTTAR PRADESH ,9,AMBEDKAR NAGAR ,121,1717,2569713,1334071,1235642,431010,0.656377402,0.323820617,0.08386721,0.086196855,0.040768783,0.004659289,0.015142691,0.039021549,0.017472335,AMBEDKAR NAGAR
2019,UTTAR PRADESH ,9,AURAIYA ,122,847,1378967,750737,628230,252721,0.813459268,0.453364817,0.116883117,0.093270366,0.050767414,0.003541913,0.018890201,0.095631641,0.011806375,AURAIYA
2019,UTTAR PRADESH ,9,AZAMGARH ,123,3907,5275105,2682306,2592799,817349,0.547990786,0.268492449,0.0744817,0.068338879,0.030202201,0.012797543,0.015613002,0.037368825,0.014333248,AZAMGARH
2019,UTTAR PRADESH ,9,BAGHPAT ,124,308,1090537,587558,502979,176572,0.87987013,0.61038961,0.275974026,0.224025974,0.035714286,0.012987013,0.042207792,0.168831169,0.025974026,BAGPAT
2019,UTTAR PRADESH ,9,BAHRAICH ,125,1398,4140313,2205701,1934612,797616,0.91416309,0.605150215,0.104434907,0.098712446,0.030758226,0.015021459,0.012875536,0.025751073,0.019313305,BAHRAICH
2019,UTTAR PRADESH ,9,BALLIA ,126,1842,3708176,1975559,1732617,634115,0.713355049,0.347991314,0.123235613,0.110749186,0.046688382,0.004343105,0.024429967,0.104234528,0.021715527,BALLIA
2019,UTTAR PRADESH ,9,BALRAMPUR ,127,1016,2373576,1246592,1126984,372136,0.918307087,0.566929134,0.066929134,0.067913386,0.017716535,0.001968504,0.008858268,0.023622047,0.00984252,BALRAMPUR
2019,UTTAR PRADESH ,9,BANDA ,128,682,1992877,1083739,909138,369296,0.900293255,0.667155425,0.112903226,0.060117302,0.03372434,0.005865103,0.026392962,0.073313783,0.024926686,BANDA
