Year,State_name,District_name,State_code,District_code,villages_surveyed,tot_pop,pop_male,pop_female,tot_hh,MAP_KEY,Banking,Education,Health,Infrastructure,MEGA
2019,UTTAR PRADESH,PRAYAGRAJ,9,120,3176,5885731,3136583,2749148,990110,ALLAHABAD,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,AZAMGARH,9,123,3907,5275105,2682306,2592799,817349,AZAMGARH,0.88,0.89,1,0.71,0.87
2019,UTTAR PRADESH,JAUNPUR,9,152,3304,5206169,2626673,2579496,817219,JAUNPUR,0.88,0.89,1,0.71,0.87
2019,UTTAR PRADESH,PRATAPGARH,9,174,2203,4014591,2087024,1927567,726791,PRATAPGARH,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,SITAPUR,9,183,2333,4969181,2668564,2300617,909978,SITAPUR,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,SULTANPUR,9,185,1748,2795098,1444523,1350575,468462,SULTANPUR,0.88,0.78,1,0.71,0.8425
2019,BIHAR,AURANGABAD,10,189,1845,2627123,1403643,1223480,442222,AURANGABAD,0.88,0.78,1,0.71,0.8425
2019,BIHAR,BHAGALPUR,10,192,1604,4015965,2174073,1841892,745873,BHAGALPUR,0.88,0.78,1,0.71,0.8425
2019,JHARKHAND,DHANBAD,20,325,1172,1624115,836051,788064,430778,DHANBAD,0.88,0.78,1,0.67,0.8325
2019,JHARKHAND,HAZARIBAGH,20,332,1324,1874469,972653,901816,377418,HAZARIBAG,0.88,0.78,1,0.71,0.8425
2019,JHARKHAND,RANCHI,20,339,1325,2058341,1052088,1006253,431511,RANCHI,0.88,0.78,1,0.71,0.8425
2019,ODISHA,CUTTACK,21,350,2058,2141242,1112988,1028254,487304,CUTTACK,0.88,0.78,1,0.71,0.8425
2019,ODISHA,GAJAPATI,21,353,1546,557090,274636,282454,123801,GAJAPATI,0.88,0.89,1,0.67,0.86
2019,ODISHA,GANJAM,21,354,2887,3249253,1672445,1576808,710217,GANJAM,0.88,0.78,1,0.71,0.8425
2019,ODISHA,JAJAPUR,21,356,1655,1807627,927909,879718,417461,JAJPUR,0.88,0.78,1,0.71,0.8425
2019,ODISHA,KENDUJHAR,21,361,2087,1659500,846068,813432,379828,KENDUJHAR,0.88,0.78,1,0.67,0.8325
2019,ODISHA,SONEPUR,21,372,963,613003,315719,297284,151301,SUBARNAPUR,0.88,0.89,1,0.71,0.87
2019,MADHYA PRADESH,BHIND,23,395,910,1569061,865971,703090,268229,BHIND,0.88,0.78,1,0.67,0.8325
2019,MADHYA PRADESH,RAISEN,23,421,1461,1187561,638498,549063,260484,RAISEN,0.88,0.78,1,0.62,0.82
2019,KARNATAKA,CHAMARAJANAGAR,29,531,906,1030896,531585,499311,248626,CHAMARAJNAGAR,0.88,0.78,1,0.67,0.8325
2019,KARNATAKA,HASSAN,29,539,2652,1660251,844620,815631,434009,HASSAN,0.88,0.78,1,0.71,0.8425
2019,UTTAR PRADESH,BASTI,9,131,3136,2770731,1461174,1309557,442439,BASTI,0.88,0.89,1,0.76,0.8825
2019,UTTAR PRADESH,DEORIA,9,137,2156,3392780,1726087,1666693,550834,DEORIA,0.88,0.78,1,0.76,0.855
2019,UTTAR PRADESH,SANT KABEER NAGAR,9,178,1746,2083563,1088333,995230,354776,SANT KABIR NAGAR,0.88,0.89,1,0.76,0.8825
2019,UTTAR PRADESH,SIDDHARTH NAGAR,9,182,2534,3042816,1602941,1439875,456624,SIDDHARTHNAGAR,0.88,0.89,1,0.76,0.8825
2019,UTTAR PRADESH,UNNAO,9,186,1794,3228605,1741440,1487165,603756,UNNAO,0.88,0.78,1,0.76,0.855
2019,ASSAM,DHEMAJI,18,284,2244,910099,469698,440401,188777,DHEMAJI,0.88,0.89,1,0.76,0.8825
2019,ASSAM,LAKHIMPUR,18,295,1180,1144178,588071,556107,241261,LAKHIMPUR,0.88,0.78,1,0.76,0.855
2019,WEST BENGAL,DINAJPUR DAKSHIN,19,310,1608,1691985,883245,808740,402668,DAKSHIN DINAJPUR,0.88,0.89,1,0.76,0.8825
2019,JHARKHAND,GODDA,20,330,1768,1438121,767927,670194,351399,GODDA,0.88,0.89,1,0.71,0.87
2019,ODISHA,ANUGUL,21,344,1705,1195934,619813,576121,277372,ANGUL,0.88,0.78,1,0.76,0.855
2019,ODISHA,BALESHWAR,21,346,2557,2153977,1117472,1036505,498802,BALASORE,0.88,0.78,1,0.76,0.855
2019,ODISHA,BARGARH,21,347,1181,1435671,737811,697860,363360,BARGARH,0.88,0.78,1,0.71,0.8425
2019,ODISHA,BHADRAK,21,348,1282,1551325,818735,732590,323266,BHADRAK,0.88,0.78,1,0.76,0.855
2019,ODISHA,DEOGARH,21,351,737,324330,165095,159235,78770,DEBAGARH,0.88,0.89,1,0.76,0.8825
2019,ODISHA,KORAPUT,21,363,2003,1200171,598622,601549,318288,KORAPUT,0.88,0.78,1,0.71,0.8425
2019,ODISHA,MAYURBHANJ,21,365,3748,2457147,1232945,1224202,570414,MAYURBHANJ,0.88,0.78,1,0.71,0.8425
2019,ODISHA,SUNDARGARH,21,373,1769,1491436,758822,732614,372119,SUNDARGARH,0.88,0.78,1,0.71,0.8425
2019,MADHYA PRADESH,DINDORI,23,404,912,769694,389313,380381,207723,DINDORI,0.88,0.78,1,0.67,0.8325
2019,MADHYA PRADESH,GUNA,23,406,1276,1071616,567775,503841,236173,GUNA,0.88,0.78,1,0.71,0.8425
2019,MADHYA PRADESH,RAJGARH,23,422,1676,1439611,756746,682865,330943,RAJGARH,0.88,0.78,1,0.71,0.8425
2019,KARNATAKA,CHIKBALLAPUR,29,630,1761,1116512,576133,540379,262573,CHIKKABALLAPUR,0.88,0.89,1,0.71,0.87
2019,UTTAR PRADESH,GHAZIPUR,9,146,2733,3990218,2087581,1902637,661443,GHAZIPUR,0.88,0.78,1,0.81,0.8675
2019,UTTAR PRADESH,SHAHJAHANPUR,9,180,2430,3080594,1679654,1400940,570542,SHAHJAHANPUR,0.88,0.78,1,0.76,0.855
2019,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,12,235,263,48379,24610,23769,10295,LOWER DIBANG VALLEY,0.88,1,1,0.81,0.9225
2019,ASSAM,KARBI ANGLONG,18,292,1797,518960,262257,256703,100010,EAST KARBI ANGLONG,0.88,0.89,1,0.81,0.895
2019,JHARKHAND,CHATRA,20,323,1391,1214875,634588,580287,307685,CHATRA,0.88,0.78,1,0.76,0.855
2019,JHARKHAND,EAST SINGHBUM,20,327,1842,1612996,829108,783888,363886,EAST SINGHBHUM,0.88,0.89,1,0.81,0.895
2019,JHARKHAND,GIRIDIH,20,329,2692,2778537,1481986,1296551,581541,GIRIDIH,0.88,0.78,1,0.76,0.855
2019,JHARKHAND,PALAMU,20,338,1803,1832849,969329,863520,558503,PALAMU,0.88,0.78,1,0.76,0.855
2019,JHARKHAND,SARAIKELA KHARSAWAN,20,341,1152,907164,460492,446672,198270,SERAIKELA KHARSAWAN,0.88,0.78,1,0.76,0.855
2019,JHARKHAND,WEST SINGHBHUM,20,343,1514,1411206,708054,703152,306169,WEST SINGHBHUM,0.88,0.89,1,0.81,0.895
2019,ODISHA,BALANGIR,21,345,1777,1584446,807604,776842,425881,BALANGIR,0.88,0.78,1,0.76,0.855
2019,HIMACHAL PRADESH,KINNAUR,2,19,610,98754,50171,48583,26092,KINNAUR,0.88,1,1,0.81,0.9225
2019,JHARKHAND,DEOGHAR,20,324,2662,1424636,752511,672125,258033,DEOGHAR,0.88,0.89,1,0.81,0.895
2019,JHARKHAND,DUMKA,20,326,2675,1378018,703658,674360,311022,DUMKA,0.88,0.89,1,0.81,0.895
2019,ODISHA,KALAHANDI,21,358,2233,1572509,792522,779987,415968,KALAHANDI,0.88,0.78,1,0.81,0.8675
2019,ODISHA,KANDHAMAL,21,359,2598,710387,353632,356755,175863,KANDHAMAL,1,0.89,1,0.76,0.9125
2019,ODISHA,RAYAGADA,21,370,2592,958165,479882,478283,222845,RAYAGADA,1,0.89,1,0.76,0.9125
2019,CHHATTISGARH,BIJAPUR,22,636,583,260791,137164,123627,54957,BIJAPUR,1,0.89,1,0.95,0.96
2019,JHARKHAND,JAMTARA,20,333,1110,795356,409711,385645,165913,JAMTARA,0.88,0.78,1,0.86,0.88
2019,JHARKHAND,PAKUR,20,337,1185,958816,490410,468406,207149,PAKUR,0.88,0.89,1,0.86,0.9075
2019,JHARKHAND,SAHEBGANJ,20,340,1834,1325116,676355,648761,299832,SAHIBGANJ,0.88,0.89,1,0.86,0.9075
2019,WEST BENGAL,24 PARAGANAS SOUTH,19,304,2154,8950488,4692878,4257610,1873011,SOUTH 24 PARGANAS,0.5,0.67,0.88,0.52,0.6425
