Year,State_name,District_name,State_code,District_code,villages_surveyed,tot_pop,pop_male,pop_female,tot_hh,MAP_KEY,Banking,Education,Health,Infrastructure,MEGA
2019,UTTARAKHAND,NAINITAL,5,51,1025,485368,248741,236627,95174,NAINITAL,0.75,0.78,1,0.67,0.8
2019,LADAKH,LEH LADAKH,37,9,129,102815,52074,50741,18498,LEH,0.62,0.78,0.75,0.71,0.715
2019,CHHATTISGARH,RAIPUR,22,387,485,978174,491454,486720,214853,RAIPUR,0.88,0.44,1,0.48,0.7
2019,BIHAR,SUPAUL,10,223,571,3128556,1642678,1485878,609732,SUPAUL,0.62,0.78,1,0.52,0.73
2019,CHHATTISGARH,DURG,22,378,387,679922,341247,338675,148999,DURG,0.75,0.44,1,0.43,0.655
2019,TELANGANA,MEDAK,36,513,565,733713,364168,369545,170119,MEDAK,0.75,0.78,1,0.52,0.7625
2019,TELANGANA,KHAMMAM,36,509,626,1064561,532687,531874,304509,KHAMMAM,0.5,0.67,1,0.52,0.6725
2019,ASSAM,UDALGURI,18,617,781,884554,448009,436545,191985,UDALGURI,0.88,0.89,1,0.76,0.8825
2019,ARUNACHAL PRADESH,PAKKE KESSANG,12,723,77,13634,6528,7106,2879,PAKKE KESSANG,0.88,0.89,1,0.76,0.8825
2019,ARUNACHAL PRADESH,LOHIT,12,234,102,25595,13204,12391,5543,LOHIT,0.88,0.89,1,0.9,0.9175
2019,PUNJAB,FATEHGARH SAHIB,3,30,447,428926,227962,200964,81788,FATEHGARH SAHIB,0.88,0.67,1,0.52,0.7675
2019,GUJARAT,JUNAGADH,24,448,506,962878,497139,465739,201518,JUNAGADH,0.62,0.44,0.62,0.29,0.4925
2019,WEST BENGAL,NADIA,19,320,1327,5092716,2654966,2437750,1184283,NADIA,0.5,0.67,0.88,0.62,0.6675
2019,HARYANA,SIRSA,6,74,375,1156872,606212,550660,212019,SIRSA,0.62,0.56,0.75,0.33,0.565
2019,HARYANA,MAHENDRAGARH,6,69,382,967378,518668,448710,191400,MAHENDRAGARH,0.62,0.67,0.88,0.43,0.65
2019,ODISHA,BOUDH,21,349,1187,423758,213799,209959,103673,BOUDH,0.5,0.44,0.88,0.43,0.5625
2019,BIHAR,SAMASTIPUR,10,217,1220,4952732,2610928,2341804,1011891,SAMASTIPUR,0.62,0.78,1,0.62,0.755
2019,KARNATAKA,VIJAYAPURA,29,530,672,1966316,1047072,919244,416272,VIJAYAPURA,0.5,0.56,1,0.62,0.67
2019,RAJASTHAN,PALI,8,111,1035,1757659,894020,863639,421003,PALI,0.62,0.56,0.88,0.57,0.6575
2019,ANDHRA PRADESH,PRAKASAM,28,517,1357,3135575,1598870,1536705,848410,PRAKASAM,0.62,0.78,1,0.57,0.7425
2019,GUJARAT,VALSAD,24,462,470,1538580,790435,748145,388345,VALSAD,0.5,0.44,0.88,0.38,0.55
2019,ANDHRA PRADESH,KURNOOL,28,511,1047,3229457,1641553,1587904,780582,KURNOOL,0.5,0.67,0.88,0.52,0.6425
2019,NAGALAND,TUENSANG,13,249,117,201123,103857,97266,35209,TUENSANG,0.88,0.67,0.88,0.76,0.7975
2019,TRIPURA,Dhalai,16,269,231,451595,228271,223324,114177,DHALAI,0.62,0.67,0.88,0.62,0.6975
2019,ASSAM,BARPETA,18,280,851,1954086,1018228,935858,406310,BARPETA,0.75,0.78,0.88,0.76,0.7925
2019,ANDHRA PRADESH,KRISHNA,28,510,1131,3140855,1585885,1554970,934158,KRISHNA,0.38,0.67,0.75,0.52,0.58
2019,TAMIL NADU,VELLORE,33,595,983,2809905,1408765,1401140,768309,VELLORE,0.62,0.56,1,0.33,0.6275
2019,UTTAR PRADESH,SHAMLI,9,660,319,1077454,582082,495372,193267,SHAMLI,0.75,0.78,1,0.57,0.775
2019,HARYANA,SONIPAT,6,75,357,1290707,697568,593139,237587,SONIPAT,0.62,0.44,0.88,0.48,0.605
2019,ASSAM,HAILAKANDI,18,289,352,734494,383710,350784,148798,HAILAKANDI,0.88,0.78,0.75,0.67,0.77
2019,KARNATAKA,DHARWAD,29,536,355,981657,513024,468633,218994,DHARWAD,0.5,0.56,1,0.57,0.6575
2019,GUJARAT,KACHCHH,24,449,970,1688861,894051,794810,399318,KUTCH,0.5,0.56,0.62,0.29,0.4925
2019,MAHARASHTRA,JALGAON,27,478,1519,3031154,1597495,1433659,738280,JALGAON,0.5,0.78,1,0.48,0.69
2019,BIHAR,BEGUSARAI,10,191,1071,3238867,1743445,1495422,659768,BEGUSARAI,0.75,0.78,1,0.67,0.8
2019,BIHAR,GOPALGANJ,10,197,1538,2864221,1448087,1416134,457446,GOPALGANJ,0.75,0.78,1,0.67,0.8
2019,BIHAR,JEHANABAD,10,199,583,1200110,643118,556992,216948,JEHANABAD,0.75,0.78,1,0.67,0.8
2019,BIHAR,PASHCHIM CHAMPARAN,10,211,1502,4569237,2431486,2137751,826781,EAST CHAMPARAN,0.75,0.78,1,0.67,0.8
2019,ASSAM,BONGAIGAON,18,281,530,693658,357025,336633,141423,BONGAIGAON,0.88,0.78,1,0.76,0.855
2019,TELANGANA,MAHABUBABAD,36,688,559,714825,359611,355214,191564,MAHABUBABAD,0.62,0.89,1,0.52,0.7575
2019,MADHYA PRADESH,HARDA,23,408,548,490488,256694,233794,102604,HARDA,0.88,0.78,1,0.52,0.795
2019,UTTARAKHAND,CHAMPAWAT,5,48,684,252702,129940,122762,53001,CHAMPAWAT,0.75,0.89,1,0.67,0.8275
2019,MAHARASHTRA,SATARA,27,494,1778,2647792,1347142,1300650,665949,SATARA,0.5,0.78,1,0.48,0.69
2019,ASSAM,KAMRUP,18,291,1089,1776631,927131,849500,391848,KAMRUP,0.88,0.67,1,0.76,0.8275
2019,ASSAM,Biswanath,18,705,939,951347,494242,457105,178702,BISHWANATH,0.88,0.89,1,0.76,0.8825
2019,ARUNACHAL PRADESH,LOWER SIANG,12,719,114,29687,14980,14707,4398,LOWER SIANG,0.88,0.89,1,0.76,0.8825
2019,ASSAM,JORHAT,18,290,605,960194,497305,462889,219341,JORHAT,0.75,0.78,1,0.71,0.81
2019,MADHYA PRADESH,BURHANPUR,23,397,265,591718,309651,282067,116486,BURHANPUR,0.88,0.78,1,0.38,0.76
2019,CHHATTISGARH,SURGUJA,22,389,570,787347,388404,398943,193415,SURGUJA,0.88,0.67,1,0.52,0.7675
2019,MAHARASHTRA,JALNA,27,479,957,1669636,876904,792732,332933,JALNA,0.88,0.78,1,0.62,0.82
2019,TRIPURA,North Tripura,16,270,188,436794,219473,217321,99017,NORTH TRIPURA,0.75,0.56,0.88,0.52,0.6775
2019,TELANGANA,VIKARABAD,36,698,826,1019964,512011,507953,234902,VIKARABAD,0.75,0.78,1,0.57,0.775
2019,JAMMU AND KASHMIR,RAMBAN,1,621,179,352482,188868,163614,69789,RAMBAN,0.88,0.67,1,0.76,0.8275
2019,KARNATAKA,YADGIR,29,635,507,1166889,611175,555714,265870,YADGIR,0.75,0.78,1,0.76,0.8225
2019,UTTAR PRADESH,BAGHPAT,9,124,308,1090537,587558,502979,176572,BAGPAT,0.62,0.78,0.88,0.57,0.7125
2019,CHHATTISGARH,BASTAR,22,374,588,720799,355557,365242,169264,BASTAR,0.75,0.78,1,0.57,0.775
2019,KARNATAKA,GADAG,29,537,332,888081,480766,407315,198048,GADAG,0.62,0.56,1,0.57,0.6875
2019,ARUNACHAL PRADESH,EAST SIANG,12,232,106,62850,31853,30997,10696,EAST SIANG,0.88,0.78,1,0.67,0.8325
2019,MAHARASHTRA,OSMANABAD,27,488,759,1501979,796401,705578,323328,OSMANABAD,0.5,0.67,1,0.52,0.6725
2019,MANIPUR,PHERZAWL,14,715,95,50399,25834,24565,8862,PHERZAWL,1,0.89,1,0.86,0.9375
2019,ASSAM,CHIRANG,18,612,502,502753,256432,246321,111400,CHIRANG,0.75,0.78,1,0.76,0.8225
2019,CHHATTISGARH,GARIYABAND,22,645,697,595775,296686,299089,152355,GARIABAND,0.88,0.78,1,0.57,0.8075
2019,MANIPUR,SENAPATI,14,257,159,360986,186060,174926,58790,SENAPATI,0.88,0.78,1,0.76,0.855
2019,PUNJAB,PATHANKOT,3,662,516,511241,267026,244215,106480,PATHANKOT,0.75,0.89,1,0.62,0.815
2019,HARYANA,KAITHAL,6,66,320,1127481,603477,524004,211090,KAITHAL,0.62,0.56,0.88,0.38,0.61
2019,TAMIL NADU,KANCHIPURAM,33,574,1129,2545051,1281812,1263239,747887,KANCHIPURAM,0.62,0.67,1,0.29,0.645
2019,ANDHRA PRADESH,SPSR NELLORE,28,515,1315,2221255,1124105,1097150,615759,NELLORE,0.62,0.78,1,0.52,0.73
2019,RAJASTHAN,SAWAI MADHOPUR,8,113,823,1344426,717563,626863,305922,SAWAI MADHOPUR,0.88,0.78,1,0.52,0.795
2019,MAHARASHTRA,BEED,27,470,1363,2288399,1213281,1075118,478824,BEED,0.75,0.78,1,0.57,0.775
2019,ASSAM,KARIMGANJ,18,293,918,1324780,693651,631129,272146,KARIMGANJ,0.88,0.89,1,0.71,0.87
2019,UTTAR PRADESH,MEERUT,9,169,645,1886582,1004358,882224,310452,MEERUT,0.62,0.78,1,0.57,0.7425
2019,ARUNACHAL PRADESH,DIBANG VALLEY,12,230,142,5789,2924,2865,1272,LOWER DIBANG VALLEY,1,1,1,0.81,0.9525
2019,MAHARASHTRA,AKOLA,27,467,966,1144083,600246,543837,287857,AKOLA,0.88,0.78,1,0.57,0.8075
2019,ANDHRA PRADESH,WEST GODAVARI,28,523,1137,3488070,1755483,1732587,1021961,WEST GODAVARI,0.62,0.67,0.88,0.43,0.65
2019,MAHARASHTRA,NASHIK,27,487,1943,3677304,1903455,1773849,752349,NASHIK,0.5,0.78,1,0.57,0.7125
2019,TELANGANA,KUMURAM BHEEM ASIFABAD,36,699,660,557835,281306,276529,144915,KOMARAM BHEEM ASIFABAD,0.75,0.89,1,0.67,0.8275
2019,HARYANA,KURUKSHETRA,6,68,469,837854,440232,397622,158875,KURUKSHETRA,0.75,0.78,1,0.43,0.74
2019,TAMIL NADU,SIVAGANGA,33,585,733,1394364,694583,699781,444791,SIVAGANGA,0.62,0.67,1,0.38,0.6675
2019,LADAKH,KARGIL,37,6,125,135222,67441,67781,19049,KARGIL,0.88,0.67,0.75,0.67,0.7425
2019,ODISHA,JHARSUGUDA,21,357,351,366713,186688,180025,87690,JHARSUGUDA,0.88,0.78,1,0.71,0.8425
2019,MANIPUR,KANGPOKPI,14,712,584,225747,111093,114654,40100,KANGPOKPI,0.88,0.78,1,0.71,0.8425
2019,JAMMU AND KASHMIR,BADGAM,1,2,520,805861,420700,385161,111089,BADGAM,0.75,0.56,0.75,0.48,0.635
2019,RAJASTHAN,SIKAR,8,114,1160,2294736,1196169,1098567,437928,SIKAR,0.62,0.56,0.88,0.57,0.6575
2019,ASSAM,MARIGAON,18,296,638,1151910,594268,557642,230060,MORIGAON,0.88,0.78,1,0.76,0.855
2019,MEGHALAYA,NORTH GARO HILLS,17,656,561,194511,96810,97701,37953,NORTH GARO HILLS,0.88,0.78,1,0.71,0.8425
2019,TAMIL NADU,VILLUPURAM,33,596,1507,3288125,1663573,1624552,844323,VILUPPURAM,0.62,0.67,1,0.33,0.655
2019,ARUNACHAL PRADESH,NAMSAI,12,678,121,64084,32994,31090,12909,NAMSAI,0.75,0.67,1,0.71,0.7825
2019,MAHARASHTRA,NANDED,27,485,1584,2625148,1361755,1263393,575511,NANDED,0.75,0.89,1,0.48,0.78
2019,TELANGANA,NIZAMABAD,36,516,590,1187411,556117,631294,305678,NIZAMABAD,0.62,0.67,1,0.57,0.715
2019,BIHAR,PURBI CHAMPARAN,10,213,1433,5241119,2833276,2407843,1030961,CHAMBA,0.75,0.78,1,0.67,0.8
2019,CHHATTISGARH,MUNGELI,22,647,701,795938,409797,386141,183725,MUNGELI,0.88,0.78,1,0.57,0.8075
2019,ANDHRA PRADESH,CHITTOOR,28,503,1904,3609026,1815487,1793539,929035,CHITTOOR,0.5,0.89,1,0.52,0.7275
2019,PUNJAB,PATIALA,3,41,1125,1357112,712444,644668,254121,PATIALA,0.75,0.78,1,0.57,0.775
2019,TELANGANA,KAMAREDDY,36,685,697,964058,476143,487915,243315,KAMAREDDY,0.75,0.89,1,0.57,0.8025
2019,JAMMU AND KASHMIR,RAJAURI,1,12,487,884300,467396,416904,182628,RAJOURI,0.75,0.67,0.88,0.67,0.7425
2019,HARYANA,REWARI,6,72,420,874017,462836,411181,171342,REWARI,0.62,0.67,1,0.48,0.6925
2019,TAMIL NADU,TIRUVANNAMALAI,33,593,1157,2264420,1134942,1129478,609249,TIRUVANNAMALAI,0.62,0.67,1,0.38,0.6675
2019,MAHARASHTRA,THANE,27,497,819,1150039,603285,546754,248884,THANE,0.75,0.89,1,0.57,0.8025
2019,BIHAR,GAYA,10,196,2886,4403857,2318792,2085065,740798,GAYA,0.75,0.78,1,0.71,0.81
2019,BIHAR,KISHANGANJ,10,203,771,1662419,855130,807289,341317,KISHANGANJ,0.75,0.78,1,0.71,0.81
2019,HARYANA,NUH,6,604,451,1622962,863890,759072,213520,NUH,0.62,0.78,1,0.67,0.7675
2019,TELANGANA,YADADRI BHUVANAGIRI,36,697,450,653780,331811,321969,175086,YADADRI BHUVANAGIRI,0.75,0.78,1,0.52,0.7625
2019,UTTAR PRADESH,MAHOBA,9,165,436,872507,467139,405368,165059,MAHOBA,0.88,0.78,1,0.62,0.82
2019,CHHATTISGARH,KONDAGAON,22,643,552,571534,281435,290099,120720,KONDAGAON,0.88,0.44,1,0.62,0.735
2019,MAHARASHTRA,AHMEDNAGAR,27,466,1581,3734739,1940348,1794391,793938,AHMEDNAGAR,0.5,0.67,0.88,0.52,0.6425
2019,ANDHRA PRADESH,GUNTUR,28,506,1072,3437305,1722505,1714800,978618,GUNTUR,0.5,0.67,0.88,0.57,0.655
2019,ODISHA,NUAPADA,21,368,646,614647,308391,306256,157985,NUAPADA,0.88,0.78,1,0.76,0.855
2019,RAJASTHAN,CHURU,8,96,910,1672921,875092,797829,343362,CHURU,0.62,0.67,0.88,0.57,0.685
2019,RAJASTHAN,NAGAUR,8,110,1656,3146279,1641189,1505090,632132,NAGAUR,0.62,0.67,0.88,0.57,0.685
2019,TELANGANA,Nirmal,36,680,587,612429,297984,314445,167599,NIRMAL,0.75,0.89,1,0.62,0.815
2019,UTTAR PRADESH,HATHRAS,9,163,665,1405393,762028,643365,245439,HATHRAS,0.88,0.78,1,0.62,0.82
2019,BIHAR,ARARIA,10,188,754,3613563,1921599,1691964,791197,ARARIA,0.75,0.78,1,0.57,0.775
2019,BIHAR,SITAMARHI,10,221,866,4256547,2281895,1974652,916461,SITAMARHI,0.75,0.78,1,0.57,0.775
2019,MADHYA PRADESH,NARSINGHPUR,23,418,1021,1004214,532215,471999,237159,NARSINGHPUR,0.88,0.78,1,0.57,0.8075
2019,HARYANA,AMBALA,6,58,482,667776,351264,316512,139795,AMBALA,0.75,0.78,1,0.52,0.7625
2019,HARYANA,JIND,6,65,313,1219679,654611,565068,226270,JIND,0.75,0.56,0.75,0.52,0.645
2019,HARYANA,KARNAL,6,67,527,1526651,817219,709432,301413,KARNAL,0.75,0.67,0.88,0.48,0.695
2019,MAHARASHTRA,RAIGAD,27,491,1917,1998727,1012760,985967,532680,RAIGAD,0.75,0.89,1,0.43,0.7675
2019,MADHYA PRADESH,TIKAMGARH,23,434,631,1076984,574670,502314,235646,TIKAMGARH,0.88,0.78,1,0.57,0.8075
2019,TRIPURA,Gomati,16,654,241,476637,239141,237496,114538,GOMATI,0.75,0.67,0.75,0.57,0.685
2019,PUNJAB,RUPNAGAR,3,42,717,645588,338024,307564,120911,RUPNAGAR,0.75,0.78,1,0.62,0.7875
2019,TAMIL NADU,PUDUKKOTTAI,33,582,859,1525807,759348,766459,447088,PUDUKKOTTAI,0.62,0.67,1,0.43,0.68
2019,CHHATTISGARH,KOREA,22,384,629,491435,249350,242085,122222,KORIYA,0.88,0.67,1,0.71,0.815
2019,MADHYA PRADESH,MANDLA,23,415,1228,1094557,548345,546212,282898,MANDLA,0.88,0.78,1,0.62,0.82
2019,MEGHALAYA,SOUTH WEST GARO HILLS,17,663,515,216689,108530,108159,48192,SOUTH WEST GARO HILLS,0.88,0.67,1,0.67,0.805
2019,WEST BENGAL,COOCHBEHAR,19,308,1215,3188928,1660609,1528319,738957,COOCH BEHAR,0.75,0.78,0.88,0.76,0.7925
2019,KARNATAKA,BELAGAVI,29,527,1271,3823961,1977080,1846881,858471,BELAGAVI,0.5,0.56,1,0.62,0.67
2019,UTTAR PRADESH,BULANDSHAHR,9,134,1256,3172160,1689115,1483045,547129,BULANDSHAHR,0.75,0.78,1,0.67,0.8
2019,MANIPUR,TENGNOUPAL,14,716,280,82382,40915,41467,16448,TENGNOUPAL,0.88,0.89,1,0.71,0.87
2019,CHHATTISGARH,JANJGIR-CHAMPA,22,379,881,1684076,861750,822326,415278,JANJGIR-CHAMPA,0.88,0.67,1,0.48,0.7575
2019,MANIPUR,CHURACHANDPUR,14,254,810,348779,169668,179111,66207,CHURACHANDPUR,0.88,0.89,1,0.71,0.87
2019,HIMACHAL PRADESH,UNA,2,26,842,575442,295281,280161,130982,UNA,0.75,0.89,0.88,0.52,0.76
2019,RAJASTHAN,JHUNJHUNU,8,106,973,1996632,1039811,956821,433943,JHUNJHUNU,0.62,0.44,0.88,0.52,0.615
2019,BIHAR,MADHUBANI,10,206,1158,5653769,2999811,2653958,1154011,MADHUBANI,0.62,0.78,1,0.57,0.7425
2019,ANDHRA PRADESH,ANANTAPUR,28,502,1192,3310288,1694922,1615366,849859,ANANTAPUR,0.62,0.67,0.88,0.52,0.6725
2019,MAHARASHTRA,NANDURBAR,27,486,949,1474912,750977,723935,332291,NANDURBAR,0.88,0.89,1,0.57,0.835
2019,PUNJAB,Tarn Taran,3,609,609,1196243,634828,561415,203760,TARN TARAN,0.88,0.78,1,0.76,0.855
2019,ARUNACHAL PRADESH,TIRAP,12,239,108,46116,23448,22668,8777,TIRAP,0.88,0.78,1,0.86,0.88
2019,KARNATAKA,KODAGU,29,541,485,555920,277612,278308,143103,KODAGU,0.62,0.78,1,0.57,0.7425
2019,MAHARASHTRA,HINGOLI,27,477,707,1083203,569202,514001,221671,HINGOLI,0.88,0.78,1,0.57,0.8075
2019,HARYANA,PALWAL,6,619,329,1174438,629401,545037,189776,PALWAL,0.88,0.67,1,0.62,0.7925
2019,WEST BENGAL,HOOGHLY,19,312,1944,4594474,2355835,2238639,1040528,HOOGHLY,0.62,0.78,0.88,0.62,0.725
2019,MAHARASHTRA,PALGHAR,27,665,910,1661799,848182,813617,406547,PALGHAR,0.62,0.78,1,0.57,0.7425
2019,CHHATTISGARH,NARAYANPUR,22,637,422,127063,63203,63860,27741,NARAYANPUR,1,0.89,1,0.95,0.96
2019,BIHAR,DARBHANGA,10,195,1268,4530748,2411206,2119542,952276,DARBHANGA,0.88,0.78,1,0.62,0.82
2019,CHHATTISGARH,BALOD,22,646,687,787672,391867,395805,168131,BALOD,0.88,0.56,1,0.52,0.74
2019,CHHATTISGARH,BALRAMPUR,22,649,637,739207,379224,359983,199238,BALRAMPUR,0.88,0.78,1,0.57,0.8075
2019,CHHATTISGARH,BEMETARA,22,650,689,850711,427304,423407,179380,BEMETARA,0.88,0.67,1,0.52,0.7675
2019,RAJASTHAN,KOTA,8,109,883,885092,463918,421174,234444,KOTA,0.88,0.78,1,0.71,0.8425
2019,ASSAM,DIBRUGARH,18,286,1341,1220615,617821,602794,264144,DIBRUGARH,0.88,0.89,1,0.76,0.8825
2019,JAMMU AND KASHMIR,KATHUA,1,7,552,603501,318755,284746,118424,KATHUA,0.75,0.78,1,0.57,0.775
2019,HIMACHAL PRADESH,BILASPUR,2,15,1025,437403,222893,214510,106861,BILASPUR,0.75,0.89,1,0.52,0.79
2019,PUNJAB,JALANDHAR,3,34,1003,1175930,608388,567542,244441,JALANDHAR,0.75,0.89,1,0.62,0.815
2019,HARYANA,PANCHKULA,6,70,187,202378,107050,95328,36882,PANCHKULA,0.75,0.78,1,0.57,0.775
2019,UTTAR PRADESH,MUZAFFARNAGAR,9,172,726,2557084,1346108,1210976,423558,MUZAFFARNAGAR,0.75,0.78,1,0.52,0.7625
2019,RAJASTHAN,DUNGARPUR,8,99,1005,1508270,762398,745872,343505,DUNGARPUR,0.75,0.78,0.88,0.67,0.77
2019,MEGHALAYA,EAST KHASI HILLS,17,274,861,660999,322744,338255,129714,EAST KHASI HILLS,0.75,0.67,1,0.67,0.7725
2019,RAJASTHAN,PRATAPGARH,8,629,1011,908026,464558,443468,222750,PRATAPGARH,0.88,0.78,1,0.76,0.855
2019,MAHARASHTRA,PARBHANI,27,489,843,1407424,735904,671520,294633,PARBHANI,0.88,0.78,1,0.57,0.8075
2019,TRIPURA,Khowai,16,652,168,380108,190030,190078,96462,KHOWAI,0.75,0.56,0.75,0.52,0.645
2019,TELANGANA,Mulugu,36,720,415,333389,166540,166849,88915,MULUGU,0.75,0.89,1,0.57,0.8025
2019,TELANGANA,NAGARKURNOOL,36,694,550,846374,430793,415581,211599,NAGARKURNOOL,0.62,0.78,1,0.52,0.73
2019,MADHYA PRADESH,MORENA,23,417,764,1855930,1031714,824216,356297,MORENA,0.88,0.78,1,0.62,0.82
2019,WEST BENGAL,DINAJPUR UTTAR,19,311,1501,3525894,1839513,1686381,658931,UTTAR DINAJPUR,0.75,0.89,1,0.71,0.8375
2019,ARUNACHAL PRADESH,TAWANG,12,238,234,43915,21854,22061,9037,TAWANG,0.88,1,1,0.81,0.9225
2019,MEGHALAYA,EAST GARO HILLS,17,273,485,168372,83466,84906,30152,EAST GARO HILLS,0.88,0.67,1,0.76,0.8275
2019,WEST BENGAL,MURSHIDABAD,19,319,2087,7872091,4067411,3804680,1666913,MURSHIDABAD,0.62,0.89,0.88,0.67,0.765
2019,KARNATAKA,MANDYA,29,544,1620,1685918,862872,823046,398305,MANDYA,0.62,0.78,1,0.62,0.755
2019,CHHATTISGARH,SUKMA,22,642,395,257885,125838,132047,60343,SUKMA,1,0.78,1,0.86,0.91
2019,UTTAR PRADESH,FATEHPUR,9,142,1411,3038967,1624140,1414827,555322,FATEHPUR,0.75,0.78,1,0.71,0.81
2019,BIHAR,JAMUI,10,198,1504,1989156,1058665,930491,340121,JAMUI,0.88,0.78,1,0.67,0.8325
2019,CHHATTISGARH,KANKER,22,381,1084,729146,363924,365222,158184,KANKER,0.88,0.78,1,0.57,0.8075
2019,CHHATTISGARH,KABIRDHAM,22,382,970,822496,413595,408901,198777,KABIRDHAM,0.88,0.78,1,0.57,0.8075
2019,CHHATTISGARH,MAHASAMUND,22,385,1164,1020660,509418,511242,257823,MAHASAMUND,0.88,0.67,1,0.57,0.78
2019,MAHARASHTRA,WASHIM,27,499,786,1000991,523774,477217,232072,WASHIM,0.88,0.78,1,0.67,0.8325
2019,JAMMU AND KASHMIR,BARAMULLA,1,3,628,1155256,616036,539220,174729,BARAMULLA,0.75,0.67,1,0.52,0.735
2019,HIMACHAL PRADESH,SIRMAUR,2,24,983,551996,285357,266639,118205,SIRMAUR,0.75,0.78,1,0.62,0.7875
2019,PUNJAB,FIROZEPUR,3,31,882,941069,498553,442516,187129,FIROZPUR,0.75,0.89,1,0.67,0.8275
2019,PUNJAB,HOSHIARPUR,3,33,1570,1414669,734373,680296,288771,HOSHIARPUR,0.75,0.89,1,0.67,0.8275
2019,UTTARAKHAND,CHAMOLI,5,47,1182,352963,175216,177747,83357,CHAMOLI,0.75,0.78,1,0.57,0.775
2019,RAJASTHAN,DHOLPUR,8,98,841,1098281,598493,499788,203833,DHOLPUR,0.75,0.78,1,0.57,0.775
2019,RAJASTHAN,JALORE,8,104,830,2016554,1047914,968640,438210,JALORE,0.62,0.56,0.88,0.62,0.67
2019,BIHAR,PURNIA,10,214,1317,4473875,2411889,2061986,879459,PURNIA,0.62,0.78,1,0.57,0.7425
2019,MADHYA PRADESH,ALIRAJPUR,23,639,540,875457,442848,432609,140587,ALIRAJPUR,0.88,0.78,1,0.62,0.82
2019,ASSAM,GOLAGHAT,18,288,1031,1084813,553409,531404,241042,GOLAGHAT,0.75,0.89,1,0.76,0.85
2019,ANDHRA PRADESH,EAST GODAVARI,28,505,1860,4657497,2331469,2326028,1412188,EAST GODAVARI,0.62,0.78,0.88,0.52,0.7
2019,MADHYA PRADESH,JHABUA,23,412,785,1356642,687492,669150,267374,JHABUA,0.88,0.78,1,0.57,0.8075
2019,ASSAM,WEST KARBI ANGLONG,18,710,565,306729,155037,151692,53550,WEST KARBI ANGLONG,0.88,0.78,1,0.81,0.8675
2019,ARUNACHAL PRADESH,KAMLE,12,718,192,24910,13000,11910,4803,KAMLE,0.88,1,1,0.81,0.9225
2019,TELANGANA,BHADRADRI KOTHAGUDEM,36,690,702,894544,447613,446931,234721,BHADRADRI KOTHAGUDEM,0.88,0.78,1,0.57,0.8075
2019,UTTAR PRADESH,CHITRAKOOT,9,136,565,1250597,680011,570586,220664,CHITRAKOOT,0.88,0.78,1,0.67,0.8325
2019,BIHAR,BUXAR,10,194,1132,1921526,1011825,909701,280101,BUXAR,0.88,0.78,1,0.71,0.8425
2019,BIHAR,LAKHISARAI,10,204,470,927236,497685,429551,155302,LAKHISARAI,0.88,0.78,1,0.71,0.8425
2019,BIHAR,MUNGER,10,207,868,1278381,690527,587854,254575,MUNGER,0.88,0.78,1,0.71,0.8425
2019,BIHAR,PATNA,10,212,1402,4175372,2239388,1935984,697462,PATNA,0.88,0.78,1,0.71,0.8425
2019,CHHATTISGARH,KORBA,22,383,726,836747,421700,415047,209158,KORBA,0.88,0.67,1,0.67,0.805
2019,KARNATAKA,KOLAR,29,542,1811,1166513,601460,565053,263337,KOLAR,0.88,0.78,1,0.76,0.855
2019,JAMMU AND KASHMIR,JAMMU,1,5,913,1013853,539429,474424,213114,JAMMU,0.75,0.78,1,0.71,0.81
2019,PUNJAB,AMRITSAR,3,27,933,1438423,759828,678595,263480,AMRITSAR,0.75,0.67,1,0.67,0.7725
2019,UTTARAKHAND,ALMORA,5,45,2215,615730,296296,319434,133312,ALMORA,0.75,0.89,1,0.62,0.815
2019,UTTARAKHAND,PITHORAGARH,5,53,1538,439021,220206,218815,102148,PITHORAGARH,0.75,0.89,1,0.62,0.815
2019,RAJASTHAN,AJMER,8,86,1146,1861453,969360,892093,391498,AJMER,0.75,0.78,1,0.57,0.775
2019,RAJASTHAN,BIKANER,8,93,948,1947648,1041017,906631,329144,BIKANER,0.75,0.78,0.88,0.67,0.77
2019,UTTAR PRADESH,RAMPUR,9,176,1174,2047805,1083740,964065,354758,RAMPUR,0.75,0.78,1,0.62,0.7875
2019,UTTAR PRADESH,SONBHADRA,9,184,1409,2147748,1129908,1017840,404904,SONBHADRA,0.75,0.78,1,0.62,0.7875
2019,WEST BENGAL,MALDAH,19,316,1801,4925987,2589410,2336577,1027954,MALDAH,0.75,0.89,0.88,0.62,0.785
2019,JHARKHAND,LOHARDAGA,20,336,352,477517,243846,233671,104544,LOHARDAGA,0.75,0.78,1,0.67,0.8
2019,JAMMU AND KASHMIR,GANDERBAL,1,626,173,350136,184244,165892,54401,GANDERBAL,0.75,0.56,0.88,0.57,0.69
2019,ARUNACHAL PRADESH,PAPUM PARE,12,237,463,94426,47904,46522,17393,PAPUM PARE,0.88,0.89,1,0.76,0.8825
2019,MAHARASHTRA,AMRAVATI,27,468,1964,1853856,961190,892666,480006,AMRAVATI,0.88,0.78,1,0.57,0.8075
2019,ANDHRA PRADESH,Y.S.R.,28,504,1094,2236519,1132600,1103919,596703,YSR KADAPA,0.62,0.89,1,0.52,0.7575
2019,MADHYA PRADESH,AGAR MALWA,23,667,489,527549,279005,248544,122593,AGAR MALWA,0.88,0.78,1,0.52,0.795
